timestamp,user,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9
2025-01-01 00:00:00,user66,1827,1181,1416,925,568,1255,663,1173,1808
2025-01-01 00:00:00,user68,4296,4496,5408,3401,3093,5103,5155,3098,2689
2025-01-01 00:00:00,user69,6851,4151,5375,6086,5260,3523,4010,5646,4387
2025-01-01 00:00:00,user70,1713,3358,3364,2509,3417,1585,3076,2996,2493
2025-01-01 00:00:00,user71,2704,1687,1946,1995,2563,2298,2106,3864,2145
2025-01-01 00:00:00,user72,3054,1963,1497,2030,1780,1362,2875,3806,3301
2025-01-01 00:00:00,user75,1588,1581,1662,775,1571,1981,1874,2525,1016
2025-01-01 00:00:00,user78,7009,6053,6548,4135,6088,5138,6825,5360,5054
2025-01-01 00:00:00,user79,3177,2779,2270,3426,2861,1819,2032,2351,3173
2025-01-01 00:00:00,user80,3617,3265,2006,2896,2577,2617,2883,2836,3670
2025-01-01 00:00:00,user81,3929,3483,3123,3087,3092,4972,3032,4081,2964
2025-01-01 00:00:00,user82,2484,1524,1383,1930,911,2020,2957,1704,2501
2025-01-01 00:00:00,user85,4340,4953,4776,5572,5642,3785,4100,4464,5924
2025-01-01 00:00:00,user86,7594,4829,6082,6684,5390,6130,7083,8083,6950
2025-01-01 00:00:00,user87,4297,4799,5126,5831,6078,3899,4896,4630,4488
2025-01-01 00:00:00,user88,2151,1771,1497,1398,1440,1496,2190,1368,2347
2025-01-01 00:00:00,user89,2883,3653,2802,3003,3031,3413,3806,3055,1995
2025-01-01 00:00:00,user92,3632,3234,5288,3929,2986,3288,4296,2065,3687
2025-01-01 00:00:00,user94,1150,2024,1481,1117,1716,1368,1999,1104,1775
2025-01-01 00:00:00,user96,2011,3103,2598,2229,1448,2019,1537,3195,2058
2025-01-01 00:00:00,user98,722,19,743,26,2,166,108,223,517
2025-01-01 00:00:00,user99,1989,946,1693,1945,955,1289,719,1564,1187
2025-01-02 00:00:00,user1,1482,2683,2280,2051,1115,2439,2476,2002,2472
2025-01-02 00:00:00,user2,6231,5149,4514,5684,7123,5989,5912,6510,5234
2025-01-02 00:00:00,user3,1209,1331,1521,533,1188,381,1093,847,1185
2025-01-02 00:00:00,user5,7051,4809,4113,8478,6953,5283,7423,6308,7141
2025-01-02 00:00:00,user6,292,1039,1984,2167,2212,692,1091,2080,2977
2025-01-02 00:00:00,user7,7659,6040,5017,7754,4874,5054,5801,4789,6027
2025-01-02 00:00:00,user8,2682,1790,3312,1509,3260,2610,2002,3225,2649
2025-01-02 00:00:00,user10,1144,2338,2218,2050,1569,530,1783,1774,3047
2025-01-02 00:00:00,user11,6462,4921,4951,3814,5037,4259,7605,4843,5217
2025-01-02 00:00:00,user13,3016,1494,2484,2705,2078,2050,3573,2214,1642
2025-01-02 00:00:00,user14,2239,2272,2749,1845,1333,1476,2163,2754,2447
2025-01-02 00:00:00,user15,519,1070,1855,1549,1361,1447,2149,1694,1164
2025-01-02 00:00:00,user16,2015,2889,3034,3056,3311,3467,2238,2156,1641
2025-01-02 00:00:00,user19,7304,7026,6316,8686,7215,5504,6209,6671,5552
2025-01-02 00:00:00,user21,4987,3750,5233,5278,6073,3997,4803,4660,5301
2025-01-02 00:00:00,user22,4040,3266,2773,3764,3692,4275,4501,2891,3750
2025-01-02 00:00:00,user23,5428,6502,4151,5416,5553,5082,3610,6784,5303
2025-01-02 00:00:00,user24,940,771,143,446,495,293,260,671,791
2025-01-02 00:00:00,user25,2434,2024,1574,2183,2198,3295,2138,2890,1866
2025-01-02 00:00:00,user26,1096,1411,1835,795,980,2246,1752,726,1247
2025-01-02 00:00:00,user27,4904,4750,4240,6503,5925,3897,4275,5158,4276
2025-01-02 00:00:00,user28,1578,1609,1703,1765,1829,1281,580,1467,1556
2025-01-02 00:00:00,user29,5917,6083,5977,6926,5834,6460,7320,5593,7671
2025-01-02 00:00:00,user30,1405,2829,3381,2016,1843,1232,2757,2862,2041
2025-01-02 00:00:00,user32,905,392,964,247,488,577,235,221,946
2025-01-02 00:00:00,user33,4182,2094,4427,2518,2760,2646,3617,4852,3440
2025-01-02 00:00:00,user34,4160,2664,3032,3352,3574,2336,1906,1802,2212
2025-01-02 00:00:00,user35,5627,7732,7124,5916,5784,5899,6677,5134,5998
2025-01-02 00:00:00,user36,4542,3753,4914,1901,4723,3481,4444,4649,1230
2025-01-02 00:00:00,user38,2015,1884,2470,2376,2457,936,3055,2146,1979
2025-01-02 00:00:00,user39,2614,2635,2845,2907,1450,1969,2439,3213,2303
2025-01-02 00:00:00,user40,530,344,1117,1032,1191,1428,837,577,1549
2025-01-02 00:00:00,user41,4146,2550,2880,3403,4795,4281,3313,2405,4326
2025-01-02 00:00:00,user44,7283,4431,7592,6525,6516,5464,6863,7717,7639
2025-01-02 00:00:00,user48,2349,3756,3050,2025,3210,1664,2899,3961,2230
2025-01-02 00:00:00,user50,3983,3747,2787,3820,2414,2294,3330,3762,3244
2025-01-02 00:00:00,user51,1938,1433,1953,900,1103,1767,1306,2180,2324
2025-01-02 00:00:00,user53,4216,4847,4295,4324,3875,4140,5179,2835,5460
2025-01-02 00:00:00,user54,308,880,1636,1815,1011,631,1800,1573,1225
2025-01-02 00:00:00,user55,1395,1985,1526,2568,2833,2250,1429,2244,1091
2025-01-02 00:00:00,user56,3110,2013,1915,1234,1499,2111,2329,2508,2939
2025-01-02 00:00:00,user57,3966,3397,3869,3690,4724,3365,4777,2174,5031
2025-01-02 00:00:00,user58,848,291,936,931,247,786,685,270,288
2025-01-02 00:00:00,user59,2655,1979,2370,878,1594,1007,2601,1682,1433
2025-01-02 00:00:00,user60,2590,2856,3119,2245,2166,981,1921,2750,3266
2025-01-02 00:00:00,user61,497,539,1307,1750,1108,975,1807,1056,1446
2025-01-02 00:00:00,user62,1651,1232,1703,1139,1709,1510,1199,1736,1665
2025-01-02 00:00:00,user63,1775,2505,2962,2014,2486,3598,2079,2366,2474
2025-01-02 00:00:00,user64,4672,3743,4323,4336,4481,2746,4568,3087,5312
2025-01-02 00:00:00,user65,2225,498,1966,2319,1891,2682,2962,2829,1865
2025-01-02 00:00:00,user67,4115,3887,2393,2971,3820,1800,4399,3488,2210
2025-01-02 00:00:00,user68,2175,1274,2215,1495,1941,1545,1595,2076,2711
2025-01-02 00:00:00,user70,3097,3051,2710,2828,2653,1916,3520,2272,3562
2025-01-02 00:00:00,user71,3385,4125,3642,2788,3029,1668,2855,3993,3357
2025-01-02 00:00:00,user72,2407,2244,3394,2807,2615,2190,2540,3452,3346
2025-01-02 00:00:00,user75,3114,3901,3575,3550,2699,4068,1905,3546,1717
2025-01-02 00:00:00,user77,3131,1606,2258,1453,1485,2263,1200,1620,1526
2025-01-02 00:00:00,user80,2127,5273,3624,4929,4032,4005,4458,5285,4410
2025-01-02 00:00:00,user81,5407,5458,4756,4901,4487,3917,4386,2902,4240
2025-01-02 00:00:00,user82,1691,1543,2137,2336,1338,1621,2082,2618,3416
2025-01-02 00:00:00,user83,3359,2518,2541,3562,4223,4199,5436,5182,3865
2025-01-02 00:00:00,user84,2193,3125,3201,2958,1759,3924,1971,2763,2895
2025-01-02 00:00:00,user85,2138,3781,3371,1964,3819,2077,3625,1976,3751
2025-01-02 00:00:00,user86,849,580,237,636,983,356,647,817,623
2025-01-02 00:00:00,user87,1971,3560,2237,3175,2870,4098,3297,2943,2036
2025-01-02 00:00:00,user89,6202,7706,5433,6798,7353,6342,7012,5096,6743
2025-01-02 00:00:00,user91,283,543,271,943,451,424,663,982,374
2025-01-02 00:00:00,user92,1962,1810,3016,1475,1816,2130,2019,379,1477
2025-01-02 00:00:00,user93,2055,1190,1710,1822,543,1279,1688,1857,1092
2025-01-02 00:00:00,user94,5160,3335,4420,2636,4938,2126,4828,6311,4344
2025-01-02 00:00:00,user95,2365,2567,3130,3065,3021,2283,1726,2427,2036
2025-01-02 00:00:00,user96,1506,1661,1051,1114,2293,580,1066,1583,1467
2025-01-02 00:00:00,user97,2999,3361,3380,3383,2071,2072,2598,2732,3068
2025-01-02 00:00:00,user99,2324,1868,1794,1566,1774,1666,1777,1214,2246
2025-01-03 00:00:00,user1,3605,4385,6258,4894,4330,4887,5197,5874,5855
2025-01-03 00:00:00,user2,2440,2292,3999,1066,2629,3427,2024,2318,763
2025-01-03 00:00:00,user5,1182,223,995,883,972,1773,1253,1694,1659
2025-01-03 00:00:00,user6,4153,4440,3303,3654,3235,3471,5574,2316,2761
2025-01-03 00:00:00,user7,2047,2990,2299,1891,2771,1608,2630,2585,3082
2025-01-03 00:00:00,user8,1912,4199,3149,1596,2409,3816,3925,2224,2932
2025-01-03 00:00:00,user9,945,367,1602,1593,1120,915,1238,755,578
2025-01-03 00:00:00,user10,518,465,86,702,982,283,738,269,4
2025-01-03 00:00:00,user12,4899,3491,4510,2803,2839,2864,3556,3818,4190
2025-01-03 00:00:00,user13,4968,5924,4436,3723,3991,4244,4318,4121,4476
2025-01-03 00:00:00,user14,2956,2199,2702,1829,4446,2737,4852,3030,3212
2025-01-03 00:00:00,user17,2664,4420,3482,3398,4810,2649,3806,3789,4384
2025-01-03 00:00:00,user18,2794,3123,3554,2659,3350,2252,3731,2686,3081
2025-01-03 00:00:00,user19,1301,1297,1041,1571,696,911,938,1935,1972
2025-01-03 00:00:00,user20,3904,3987,3841,3264,3256,4748,2530,4859,2462
2025-01-03 00:00:00,user21,4145,3457,3911,2293,2261,2824,3781,2673,2981
2025-01-03 00:00:00,user22,1791,1423,1711,2303,2251,1046,2448,658,2260
2025-01-03 00:00:00,user23,2551,1151,2383,1557,2508,1723,2055,1986,2231
2025-01-03 00:00:00,user24,261,660,689,373,666,752,878,771,37
2025-01-03 00:00:00,user26,3198,3301,2162,3688,2404,2619,4689,1517,2711
2025-01-03 00:00:00,user28,3103,3080,2239,5243,2245,3073,2795,2637,3566
2025-01-03 00:00:00,user30,975,50,42,679,783,375,945,199,811
2025-01-03 00:00:00,user31,3817,3873,3837,3782,5040,5935,3108,4680,2917
2025-01-03 00:00:00,user33,1134,899,1843,1970,1308,730,2230,1909,1413
2025-01-03 00:00:00,user38,3892,2864,3217,2358,5024,3976,4488,3935,4276
2025-01-03 00:00:00,user40,565,990,1095,942,1021,1018,983,1288,1122
2025-01-03 00:00:00,user43,1771,1790,1999,2455,1583,995,1409,2490,1955
2025-01-03 00:00:00,user44,1387,1946,2225,963,1241,740,2247,3003,1008
2025-01-03 00:00:00,user45,5050,6733,4408,5768,5489,4288,7037,5115,5284
2025-01-03 00:00:00,user46,7052,5889,6531,5763,6953,6905,8199,7474,7453
2025-01-03 00:00:00,user47,589,701,978,636,571,108,927,554,802
2025-01-03 00:00:00,user49,3534,3159,2597,2461,2468,2086,4006,2727,3770
2025-01-03 00:00:00,user50,976,407,1790,503,1398,1643,1672,1330,1901
2025-01-03 00:00:00,user53,6073,6463,5116,7225,5214,5237,6352,6389,7082
2025-01-03 00:00:00,user55,2825,4326,2319,5278,3446,2656,3813,3198,4365
2025-01-03 00:00:00,user56,1566,2357,1867,1682,1312,455,948,1439,780
2025-01-03 00:00:00,user57,6415,5224,7514,5958,4090,5180,6672,6461,5245
2025-01-03 00:00:00,user58,4404,5059,3584,4309,5527,3893,3979,4812,4137
2025-01-03 00:00:00,user59,1220,2207,2094,1015,2240,2367,1685,1025,1735
2025-01-03 00:00:00,user60,1419,1962,2904,983,589,3160,2202,2372,1585
2025-01-03 00:00:00,user62,4110,4055,4092,3612,4970,4475,4965,6009,3834
2025-01-03 00:00:00,user63,5559,5659,5103,6330,4528,5830,5167,4398,5317
2025-01-03 00:00:00,user64,2158,740,1341,1679,892,1266,2386,1028,1942
2025-01-03 00:00:00,user66,1920,2891,3658,3145,2659,2827,3659,3393,1814
2025-01-03 00:00:00,user67,1348,3071,982,1113,2014,1790,3070,3062,2384
2025-01-03 00:00:00,user69,4558,3239,3602,3541,3815,3302,4000,3804,3843
2025-01-03 00:00:00,user70,1645,1861,158,1828,789,1144,510,1245,693
2025-01-03 00:00:00,user72,4681,4953,1637,3718,4822,4135,3481,4575,5130
2025-01-03 00:00:00,user73,2482,2470,2381,1973,2406,3124,1762,2347,2966
2025-01-03 00:00:00,user76,5021,6171,6002,5004,6232,4996,4721,4928,4163
2025-01-03 00:00:00,user77,3592,2131,2901,2750,2404,4376,4162,4097,2980
2025-01-03 00:00:00,user78,6076,5854,6203,4575,8477,5337,8461,6480,7036
2025-01-03 00:00:00,user79,5853,4800,4642,6104,5801,6316,5119,4949,3893
2025-01-03 00:00:00,user82,3414,2238,2584,3501,4207,3156,3390,3258,4554
2025-01-03 00:00:00,user83,2191,1753,2857,3040,2487,1952,2585,2681,3261
2025-01-03 00:00:00,user86,6152,6638,6233,6396,6971,6100,5369,5949,6426
2025-01-03 00:00:00,user87,2846,3388,1026,2532,1996,2685,1665,1062,2518
2025-01-03 00:00:00,user88,3624,3189,3440,3654,3517,4342,3970,2759,2854
2025-01-03 00:00:00,user89,1218,1966,2357,2320,2848,2679,1638,2298,1386
2025-01-03 00:00:00,user90,1889,1836,2444,2255,1660,1560,1797,1127,1475
2025-01-03 00:00:00,user91,4262,3141,4034,4162,2217,3797,2848,3326,3722
2025-01-03 00:00:00,user93,3488,5043,3038,4061,4344,4336,3750,4897,4921
2025-01-03 00:00:00,user94,512,502,73,872,1010,1552,1007,736,1357
2025-01-03 00:00:00,user95,3258,2082,2352,3012,2783,2064,1897,4355,2010
2025-01-03 00:00:00,user96,5567,7170,5987,5289,6151,5826,5944,6177,4968
2025-01-03 00:00:00,user97,3085,2995,2589,3650,2494,4146,1945,2352,4087
2025-01-03 00:00:00,user98,519,1668,199,988,1497,1434,1184,445,1025
2025-01-04 00:00:00,user2,1364,1693,1254,2117,1754,1919,1777,691,2045
2025-01-04 00:00:00,user4,3396,6726,5260,6682,5946,4948,4128,6276,5191
2025-01-04 00:00:00,user5,1354,2166,1359,2467,2067,2441,1535,1224,2166
2025-01-04 00:00:00,user6,6941,5082,5906,6936,6016,5983,7012,4890,4450
2025-01-04 00:00:00,user7,669,521,200,702,259,452,775,824,815
2025-01-04 00:00:00,user9,3587,3824,1944,3765,3149,3134,1942,3578,2898
2025-01-04 00:00:00,user10,4216,3368,4465,1564,1188,4281,2667,4655,2663
2025-01-04 00:00:00,user11,858,1576,2093,991,1430,2579,1737,1845,2720
2025-01-04 00:00:00,user13,1577,651,1710,1986,1587,918,677,1152,861
2025-01-04 00:00:00,user14,2323,2728,4458,3092,4327,2909,3221,3793,3376
2025-01-04 00:00:00,user17,4347,4970,5288,2465,5853,4256,4631,6085,5989
2025-01-04 00:00:00,user18,2769,3715,4277,4343,4310,5583,3618,4062,5052
2025-01-04 00:00:00,user19,2364,2020,2101,3404,1515,2463,1139,1308,1675
2025-01-04 00:00:00,user20,1100,790,561,509,1068,877,570,864,1122
2025-01-04 00:00:00,user21,750,986,1661,1195,769,1039,1346,1151,535
2025-01-04 00:00:00,user22,5334,5080,5522,6011,4157,3624,4293,5391,5323
2025-01-04 00:00:00,user23,1140,1067,1306,1260,1703,2040,1959,2322,1848
2025-01-04 00:00:00,user25,3639,3664,1950,3271,4272,2598,1695,2977,3634
2025-01-04 00:00:00,user26,4654,7575,6875,4361,4941,6481,6767,6687,5971
2025-01-04 00:00:00,user28,4353,4000,3386,5556,4493,4541,3979,5471,6361
2025-01-04 00:00:00,user29,2337,3075,1748,1992,1979,2178,2902,2061,3363
2025-01-04 00:00:00,user30,662,489,549,54,541,58,862,716,271
2025-01-04 00:00:00,user31,405,989,237,20,59,274,964,661,807
2025-01-04 00:00:00,user32,1886,1729,4052,2893,3735,3190,3450,3252,2440
2025-01-04 00:00:00,user33,1148,993,1216,838,1209,1502,1440,1464,1535
2025-01-04 00:00:00,user34,5334,4800,4252,4650,5369,3859,4328,5601,4954
2025-01-04 00:00:00,user36,3344,6052,5606,4742,5348,6676,5455,5354,4819
2025-01-04 00:00:00,user38,2589,3074,2959,3601,3322,3194,3907,2725,3463
2025-01-04 00:00:00,user40,1289,991,2392,1025,2066,2062,1726,2020,2074
2025-01-04 00:00:00,user41,1715,917,1017,1923,1665,2533,1540,1380,1534
2025-01-04 00:00:00,user42,3086,3612,2763,3299,4748,3371,4155,1803,3055
2025-01-04 00:00:00,user43,6618,4627,6092,4480,5152,7138,7148,5690,7304
2025-01-04 00:00:00,user45,6964,3834,6327,7459,3814,5501,6728,6193,5945
2025-01-04 00:00:00,user46,4938,3992,4724,4004,3440,2409,4445,3735,3285
2025-01-04 00:00:00,user48,4706,4018,5241,4426,4111,5189,3920,5295,3244
2025-01-04 00:00:00,user49,7169,7546,6988,7924,6913,5528,5313,7065,7584
2025-01-04 00:00:00,user51,3210,3256,4227,3025,2693,2527,2485,4216,2796
2025-01-04 00:00:00,user52,3944,4636,5059,4330,4604,4739,5862,5156,2566
2025-01-04 00:00:00,user54,1509,1572,1942,1255,1141,2557,906,2013,3120
2025-01-04 00:00:00,user55,6501,6782,5911,5530,7494,6183,5501,5697,7566
2025-01-04 00:00:00,user56,2203,4935,3237,2988,3828,3858,2757,3727,3769
2025-01-04 00:00:00,user57,1578,1372,2168,733,1867,1250,2133,1854,1009
2025-01-04 00:00:00,user59,7717,8261,5358,5455,5416,4279,5091,7937,7361
2025-01-04 00:00:00,user61,3511,3919,3631,4316,4363,2577,3617,2485,4209
2025-01-04 00:00:00,user62,5238,6075,6042,5312,4891,6568,6236,7803,6065
2025-01-04 00:00:00,user64,1655,2055,2385,1828,2265,2835,2906,1453,1967
2025-01-04 00:00:00,user66,3618,4410,5547,4202,5754,3879,2553,3874,4081
2025-01-04 00:00:00,user67,2067,3332,997,1665,2903,1225,2947,2197,1274
2025-01-04 00:00:00,user68,5951,4709,3158,4994,3634,4885,4612,3983,2983
2025-01-04 00:00:00,user70,3272,4052,3770,3230,2264,4539,3951,4385,2717
2025-01-04 00:00:00,user71,1613,2485,1300,2159,2333,2961,1950,1750,2001
2025-01-04 00:00:00,user72,2747,3097,4160,4720,3399,2705,3880,4480,3479
2025-01-04 00:00:00,user73,380,135,463,990,326,586,582,776,189
2025-01-04 00:00:00,user75,2815,2752,2906,3088,3478,3452,3589,1196,3401
2025-01-04 00:00:00,user76,3348,2968,3790,2681,4833,1745,3129,3531,3814
2025-01-04 00:00:00,user77,4112,4190,3547,3876,5265,3726,3832,4049,3430
2025-01-04 00:00:00,user78,3566,3141,1131,1691,3069,2160,2640,2287,2173
2025-01-04 00:00:00,user79,2697,1676,3688,1135,3377,2868,2633,1600,3355
2025-01-04 00:00:00,user81,8173,4484,7552,7346,8332,8416,6677,6398,9240
2025-01-04 00:00:00,user83,46,983,567,304,852,712,601,485,131
2025-01-04 00:00:00,user84,4821,3765,3780,5233,3106,5125,4683,4211,5542
2025-01-04 00:00:00,user85,3951,3319,5446,5553,3767,4167,4408,3976,5793
2025-01-04 00:00:00,user87,4344,6733,5194,3966,4564,5220,6949,4639,5149
2025-01-04 00:00:00,user88,3755,5608,4141,4339,2002,3320,4159,3692,4501
2025-01-04 00:00:00,user89,5436,5805,4445,4389,4792,2938,4798,5339,5259
2025-01-04 00:00:00,user91,2233,3383,4154,3767,2531,2008,4708,3484,3867
2025-01-04 00:00:00,user93,1999,2431,3332,2789,3621,3528,3626,4401,2906
2025-01-04 00:00:00,user94,4293,3845,3664,5320,4226,4469,2542,3924,4134
2025-01-04 00:00:00,user95,2749,3421,3669,3111,3140,2260,2382,3282,4665
2025-01-04 00:00:00,user96,3346,4154,3132,2381,3372,3286,3216,2901,3181
2025-01-04 00:00:00,user97,3387,4027,3412,4907,4315,3411,3203,3750,3701
2025-01-04 00:00:00,user99,3514,3000,2414,2085,2536,1970,3451,2153,3425
2025-01-05 00:00:00,user1,1680,1122,681,1086,473,1460,1090,1036,1730
2025-01-05 00:00:00,user2,1449,2355,2057,1950,1404,1991,2596,2904,2952
2025-01-05 00:00:00,user4,2369,2504,2534,2374,3472,2866,2957,2881,4219
2025-01-05 00:00:00,user5,2561,2174,1946,2410,3109,2681,1488,2996,2970
2025-01-05 00:00:00,user6,835,3059,1069,2611,1881,1254,1631,2277,2260
2025-01-05 00:00:00,user7,1842,1070,2290,2067,1143,2505,2779,1973,1674
2025-01-05 00:00:00,user8,2906,5208,2493,3230,5064,5821,5092,4260,4923
2025-01-05 00:00:00,user9,875,702,289,936,111,686,305,837,298
2025-01-05 00:00:00,user10,5684,7385,6152,5586,4899,6171,5306,6401,4562
2025-01-05 00:00:00,user11,3947,3982,3589,3518,3976,4403,3212,3307,4870
2025-01-05 00:00:00,user14,2668,1176,2303,1438,1114,1297,1604,2226,1511
2025-01-05 00:00:00,user15,3655,5810,4513,4564,4287,4355,6146,5385,4346
2025-01-05 00:00:00,user16,1562,3482,1344,1870,2770,4536,3742,1902,3199
2025-01-05 00:00:00,user17,759,42,686,781,486,173,685,696,990
2025-01-05 00:00:00,user18,294,538,127,197,449,177,384,248,226
2025-01-05 00:00:00,user19,770,1405,1153,980,1348,1263,839,1963,1517
2025-01-05 00:00:00,user20,3127,2288,3712,2911,3274,4253,3325,3575,3346
2025-01-05 00:00:00,user21,2731,2640,2380,3132,1639,1205,1535,1883,2178
2025-01-05 00:00:00,user23,6172,5995,4634,5726,6643,5627,6607,7812,6679
2025-01-05 00:00:00,user24,1875,1834,3086,2365,1643,3692,2732,2261,2015
2025-01-05 00:00:00,user25,5807,6413,5759,5484,5042,6332,5386,5682,4454
2025-01-05 00:00:00,user26,3320,3149,2136,3068,2700,2400,2965,3020,2281
2025-01-05 00:00:00,user28,1150,1328,1454,857,1277,1077,2095,1376,1684
2025-01-05 00:00:00,user30,2853,695,1108,1569,2562,1784,1102,907,1731
2025-01-05 00:00:00,user31,1409,2999,2632,3550,3437,4540,3740,2002,3186
2025-01-05 00:00:00,user33,2237,2175,2572,1276,2783,2223,2916,3427,3040
2025-01-05 00:00:00,user34,1828,786,1031,165,1769,678,439,428,318
2025-01-05 00:00:00,user35,2989,2717,3243,2978,2150,3081,2723,2546,3135
2025-01-05 00:00:00,user36,1600,1799,2737,2786,4123,3080,2186,3263,2612
2025-01-05 00:00:00,user37,4576,3969,3846,3354,2513,4669,3390,3947,2994
2025-01-05 00:00:00,user39,789,945,498,873,1279,924,689,951,573
2025-01-05 00:00:00,user40,2915,3725,2839,2350,3249,2415,3964,3602,3003
2025-01-05 00:00:00,user42,4513,4793,2467,2273,2760,3901,3379,3286,3981
2025-01-05 00:00:00,user44,3936,4216,3617,5141,4988,4995,3160,4629,3426
2025-01-05 00:00:00,user48,6319,4913,5476,4888,5443,5331,2797,4565,5233
2025-01-05 00:00:00,user49,2495,2524,1648,1404,1339,2346,1714,302,2473
2025-01-05 00:00:00,user50,2391,2799,3687,2562,2327,3628,3012,2251,2699
2025-01-05 00:00:00,user51,6669,5030,5160,4770,5040,6118,5193,4745,5456
2025-01-05 00:00:00,user52,5256,4307,5422,5088,4030,4485,3863,4046,2654
2025-01-05 00:00:00,user53,4145,3715,1970,2971,4191,2601,2084,3762,2928
2025-01-05 00:00:00,user54,5198,4173,3031,6656,5532,4966,3892,4561,5840
2025-01-05 00:00:00,user55,1124,1574,2208,1697,2274,1513,2501,1381,1943
2025-01-05 00:00:00,user56,3763,2516,3838,2869,4426,2247,3163,3259,3897
2025-01-05 00:00:00,user57,1416,1144,883,769,1534,1335,760,1568,515
2025-01-05 00:00:00,user58,5946,5851,4891,7483,7014,5204,5466,6609,6677
2025-01-05 00:00:00,user60,2905,2488,2975,2614,2431,3428,3861,2826,3037
2025-01-05 00:00:00,user62,919,1117,1519,1773,1135,1038,2696,1675,946
2025-01-05 00:00:00,user63,3610,4752,3907,3250,4196,2872,4327,3438,3062
2025-01-05 00:00:00,user64,4142,4790,3477,2894,3279,2963,4404,3309,2484
